symbol,company_name,isin_number,series,market_type
PARAGON,Paragon Fine and Speciality Chemical Limited,INE0N4G01012,SM,SME
ONDOOR,On Door Concepts Limited,INE00ER01015,ST,SME
RCDL,Rajgor Castor Derivatives Limited,INE0BZQ01011,SM,SME
WOMANCART,Womancart Limited,INE0Q9601016,SM,SME
ARVINDPORT,ARVIND PORT AND INFRA LIMITED,INE0P4T01013,ST,SME
COMMITTED,Committed Cargo Care Limited,INE597Z01014,ST,SME
PLADAINFO,Plada Infotech Services Limited,INE0PXD01014,SM,SME
SCML,Sharp Chucks and Machines Limited,INE460Q01014,SM,SME
KARNIKA,Karnika Industries Limited,INE0MGA01012,SM,SME
CANARYS,Canarys Automations Limited,INE0QG301017,SM,SME
GOYALSALT,Goyal Salt Limited,INE0QFE01017,SM,SME
OLIL,Oneclick Logistics India Limited,INE0OPS01011,ST,SME
KONTOR,Kontor Space Limited,INE0KZ301010,ST,SME
VISHNUINFR,Vishnusurya Projects and Infra Limited,INE0PQ001012,SM,SME
ARABIAN,Arabian Petroleum Limited,INE08NJ01024,SM,SME
EFACTOR,E Factor Experiences Limited,INE0KFF01017,ST,SME
VINYAS,Vinyas Innovative Technologies Limited,INE0OLS01010,SM,SME
NEWJAISA,Newjaisa Technologies Limited,INE0PW501021,ST,SME
INSPIRE,Inspire Films Limited,INE0NDX01019,SM,SME
MAL,Mangalam Alloys Limited,INE00C401011,ST,SME
DIGIKORE,Digikore Studios Limited,INE0QJ901011,SM,SME
SAAKSHI,Saakshi Medtech and Panels Limited,INE0PSK01027,ST,SME
MASTER,Master Components Limited,INE0OJM01017,ST,SME
MARCO,Marco Cables & Conductors Limited,INE0QP001012,SM,SME
HIGREEN,Hi-Green Carbon Limited,INE0PIC01017,SM,SME
CELLECOR,Cellecor Gadgets Limited,INE0OMO01025,ST,SME
KODYTECH,Kody Technolab Limited,INE0Q7P01013,SM,SME
MADHUSUDAN,Madhusudan Masala Limited,INE0P6701019,SM,SME
KEL,Kundan Edifice Limited,INE0OWX01025,SM,SME
CHAVDA,Chavda Infra Limited,INE0PT101017,SM,SME
HOLMARC,Holmarc Opto-Mechatronics Limited,INE0LXA01019,SM,SME
UNIHEALTH,Unihealth Hospitals Limited,INE0PRF01011,SM,SME
JIWANRAM,Jiwanram Sheoduttrai Industries Limited,INE0N5H01017,ST,SME
SAROJA,Saroja Pharma Industries India Limited,INE0PCL01011,SM,SME
PRAMARA,Pramara Promotions Limited,INE0O7A01017,ST,SME
BASILIC,Basilic Fly Studio Limited,INE0OCC01013,ST,SME
CPS,C P S Shapers Limited,INE0QBU01012,ST,SME
MONOPHARMA,Mono Pharmacare Limited,INE0OIP01012,SM,SME
SAHAJ,Sahaj Fashions Limited,INE013901017,SZ,SME
SEL,Sungarner Energies Limited,INE0O3O01017,SM,SME
CLSL,Crop Life Science Limited,INE00NH01017,SM,SME
SSFL,Srivari Spices And Foods Limited,INE0ON201012,SM,SME
YUDIZ,Yudiz Solutions Limited,INE09FA01019,ST,SME
SANGANI,Sangani Hospitals Limited,INE0OVI01010,SM,SME
ORIANA,Oriana Power Limited,INE0OUT01019,ST,SME
VINSYS,Vinsys IT Services India Limited,INE0OSJ01014,SM,SME
ZEAL,Zeal Global Services Limited,INE0PPS01018,SM,SME
SHRITECH,Shri Techtex Limited,INE0OMF01015,SM,SME
YCCL,Yasons Chemex Care Limited,INE08S201019,SM,SME
SERVICE,Service Care Limited,INE0P1Q01015,SM,SME
DRONE,Drone Destination Limited,INE0P7201019,ST,SME
SYNOPTICS,Synoptics Technologies Limited,INE0BTR01012,ST,SME
TRIDHYA,Tridhya Tech Limited,INE0LWY01029,SM,SME
GLOBALPET,Global Pet Industries Limited,INE0PS501019,SM,SME
PENTAGON,Pentagon Rubber Limited,INE0ORS01017,SM,SME
MAGSON,Magson Retail And Distribution Limited,INE0O1S01012,ST,SME
ESFL,Essen Speciality Films Limited,INE0ITO01014,SM,SME
GREENCHEF,Greenchef Appliances Limited,INE0O7P01015,SM,SME
AATMAJ,Aatmaj Healthcare Limited,INE0OB201016,SM,SME
VILINBIO,Vilin Bio Med Limited,INE0L4V01013,ST,SME
CELLPOINT,Cell Point (India) Limited,INE0O0001013,SM,SME
URBAN,Urban Enviro Waste Management Limited,INE0O0201019,ST,SME
SPECTSTM,Spectrum Talent Management Limited,INE0OL001018,SM,SME
KDL,Kore Digital Limited,INE0O4R01018,SM,SME
SAHANA,Sahana System Limited,INE0LEX01011,SM,SME
INFOLLION,Infollion Research Services Limited,INE0NNZ01013,SM,SME
PROV,Proventus Agrocom Limited,INE0ONE01016,SM,SME
DENTALKART,Vasa Denticity Limited,INE0N5801013,SM,SME
CRAYONS,Crayons Advertising Limited,INE0OFK01019,SM,SME
REMUS,Remus Pharmaceuticals Limited,INE0O5T01011,SM,SME
KRISHCA,Krishca Strapping Solutions Limited,INE0NR701018,SM,SME
AUROIMPEX,Auro Impex  & Chemicals Limited,INE0NUL01018,SM,SME
DENEERS,De Neers Tools Limited,INE0JWV01011,SM,SME
QUICKTOUCH,Quicktouch Technologies Limited,INE0K4D01020,ST,SME
AGUL,A G Universal Limited,INE0O6N01012,SM,SME
PATTECH,Pattech Fitwell Tube Components Limited,INE0NZW01014,ST,SME
MOS,Mos Utility Limited,INE0N7S01010,SM,SME
INFINIUM,Infinium Pharmachem Limited,INE0MRE01011,SM,SME
SOTAC,Sotac Pharmaceuticals Limited,INE0O2D01012,SM,SME
NIRMAN,Nirman Agri Genetics Limited,INE0OK701014,SM,SME
QFIL,Quality Foils (India) Limited,INE0O1M01015,SM,SME
VELS,Vels Film International Limited,INE0I3H01019,ST,SME
MCON,Mcon Rasayan India Limited,INE0O4M01019,SM,SME
SYSTANGO,Systango Technologies Limited,INE0O7R01011,SM,SME
VERTEXPLUS,Vertexplus Technologies Limited,INE0NLB01018,ST,SME
SRIVASAVI,Srivasavi Adhesive Tapes Limited,INE0NPI01014,SM,SME
VIAZ,Viaz Tyres Limited,INE0MO401019,SM,SME
AGARWALFT,Agarwal Float Glass India Limited,INE0MLA01012,SM,SME
LRRPL,Lead Reclaim And Rubber Products Limited,INE0H4B01011,ST,SME
SHERA,Shera Energy Limited,INE0MM001019,SM,SME
GRCL,Gayatri Rubbers And Chemicals Limited,INE0LVM01018,SM,SME
ARISTO,Aristo Bio-Tech And Lifescience Limited,INE082101010,ST,SME
DUCOL,Ducol Organics And Colours Limited,INE0LZO01015,SM,SME
CMNL,Chaman Metallics Limited,INE06PV01010,SM,SME
ANLON,Anlon Technology Solutions Limited,INE0LR101013,ST,SME
RBMINFRA,Rbm Infracon Limited,INE0NA301016,ST,SME
HOMESFY,Homesfy Realty Limited,INE0N7F01017,SM,SME
MOXSH,Moxsh Overseas Educon Limited,INE0N6D01014,SM,SME
ARIHANTACA,Arihant Academy Limited,INE0NCC01015,SM,SME
UMA,Uma Converter Limited,INE067901012,SM,SME
DOLLEX,Dollex Agrotech Limited,INE0JHH01011,SM,SME
ALLETEC,All E Technologies Limited,INE0M2X01012,SM,SME
ARHAM,Arham Technologies Limited,INE0L2Y01011,SM,SME
BAHETI,Baheti Recycling Industries Limited,INE029Q01017,SM,SME
PRITIKA,Pritika Engineering Components Limited,INE0MJQ01020,ST,SME
AMIABLE,Amiable Logistics (India) Limited,INE0MTP01013,SM,SME
VITAL,Vital Chemtech Limited,INE0L4K01016,SM,SME
IPSL,Integrated Personnel Services Limited,INE02EE01019,SM,SME
RITEZONE,Rite Zone Chemcon India Limited,INE0MRA01019,SM,SME
PHANTOMFX,Phantom Digital Effects Limited,INE0MLZ01019,ST,SME
FROG,Frog Cellsat Limited,INE385O01018,ST,SME
SWASTIK,Swastik Pipe Limited,INE0DGC01025,SM,SME
LLOYDS,Lloyds Luxuries Limited,INE0DTQ01028,ST,SME
QMSMEDI,QMS Medical Allied Services Limited,INE0FMW01018,SM,SME
CMRSL,Cyber Media Research & Services Limited,INE075Z01011,SM,SME
MAKS,Maks Energy Solutions India Limited,INE0CDK01019,ST,SME
KANDARP,Kandarp Digi Smart BPO Limited,INE0MOT01016,ST,SME
ANNAPURNA,Annapurna Swadisht Limited,INE0MGM01017,SM,SME
TAPIFRUIT,Tapi Fruit Processing Limited,INE0M7001010,SM,SME
ISHAN,Ishan International Limited,INE0LCW01025,ST,SME
SABAR,Sabar Flex India Limited,INE0DZ101013,ST,SME
MEGAFLEX,Mega Flex Plastics Limited,INE0G1D01014,SM,SME
VIVIANA,Viviana Power Tech Limited,INE0MEG01014,ST,SME
JFLLIFE,Jfl Life Sciences Limited,INE0LA901015,SM,SME
KORE,Jay Jalaram Technologies Limited,INE0J6801010,ST,SME
AMEYA,Ameya Precision Engineers Limited,INE0KT901015,SM,SME
VEEKAYEM,Veekayem Fashion and Apparels Limited,INE0KTW01013,SM,SME
USASEEDS,Upsurge Seeds Of Agriculture Limited,INE0CBM01019,SM,SME
AGNI,Agni Green Power Limited,INE0LF301013,ST,SME
SKP,SKP Bearing Industries Limited,INE0KZA01016,SM,SME
MWL,Mangalam Worldwide Limited,INE0JYY01011,SM,SME
KCK,Kck Industries Limited,INE0J1E01027,SM,SME
FIDEL,Fidel Softech Limited,INE0LQQ01019,ST,SME
RILINFRA,Rachana Infrastructure Limited,INE02OY01016,ST,SME
GSTL,Globesecure Technologies Limited,INE00WS01056,ST,SME
SONUINFRA,Sonu Infratech Limited,INE0JZA01018,SM,SME
LEMERITE,Le Merite Exports Limited,INE0G1L01017,SM,SME
JSLL,Jeena Sikho Lifecare Limited,INE0J5801029,SM,SME
KRISHNADEF,Krishna Defence and Allied Industries Limited,INE0J5601015,SM,SME
PROPEQUITY,P. E. Analytics Limited,INE0KN801013,SM,SME
KNAGRI,KN Agri Resources Limited,INE0KNW01016,SM,SME
SWARAJ,Swaraj Suiting Limited,INE0GMR01016,ST,SME
COOLCAPS,Cool Caps Industries Limited,INE0HS001028,SM,SME
SPRL,Sp Refractories Limited,INE0JW501011,SM,SME
SHIGAN,Shigan Quantum Technologies Limited,INE03KJ01013,SM,SME
MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,INE0JR301013,ST,SME
RICHA,Richa Info Systems Limited,INE0J1P01015,ST,SME
PRECISION,Precision Metaliks Limited,INE0HKW01018,ST,SME
TIMESCAN,Timescan Logistics (India) Limited,INE0IJY01014,ST,SME
ABCOTS,A B Cotspin India Limited,INE08PH01015,SM,SME
VIVO,Vivo Collaboration Solutions Limited,INE0IA701014,SM,SME
FOCE,Foce India Limited,INE0I7D01019,SM,SME
EUROBOND,Euro Panel Products Limited,INE505V01016,SM,SME
NIDAN,Nidan Laboratories and Healthcare Limited,INE0J6L01013,SM,SME
KOTYARK,Kotyark Industries Limited,INE0J0B01017,ST,SME
DKEGL,D.K. Enterprises Global Limited,INE0GN101014,SM,SME
DYNAMIC,Dynamic Services & Security Limited,INE0DZ701010,ST,SME
DESTINY,Destiny Logistics & Infra Limited,INE0IGO01011,ST,SME
BMETRICS,Bombay Metrics Supply Chain Limited,INE0I3Y01014,SM,SME
JAINAM,Jainam Ferro Alloys (I) Limited,INE02KC01010,SM,SME
QUADPRO,Quadpro Ites Limited,INE0GOJ01027,ST,SME
BEWLTD,BEW Engineering Limited,INE0HQI01014,ST,SME
DUGLOBAL,DUDIGITAL GLOBAL LIMITED,INE0HPK01020,SM,SME
REXPIPES,Rex Pipes And Cables Industries Limited,INE00D001018,ST,SME
WALPAR,Walpar Nutritions Limited,INE0G2G01015,SM,SME
AILIMITED,Abhishek Integrations Limited,INE0CAJ01017,ST,SME
VMARCIND,V Marc India Limited,INE0GXK01018,SM,SME
SIDDHIKA,Siddhika Coatings Limited,INE0A1E01018,SM,SME
PARTYCRUS,Party Cruisers Limited,INE06ZX01015,SM,SME
ASCOM,Ascom Leasing & Investments Limited,INE08KD01015,ST,SME
GOLDKART,Goldkart Jewels Limited,INE06MH01016,ST,SME
SHIVAUM,Shiv Aum Steels Limited,INE719F01016,SM,SME
SECL,Salasar Exteriors and Contour Limited,INE00Y701026,ST,SME
KHFM,Khfm Hospitality And Facility Management Services Limited,INE00UG01014,SM,SME
MINDPOOL,Mindpool Technologies Limited,INE00RQ01019,ST,SME
SURANI,Surani Steel Tubes Limited,INE01ZJ01015,SM,SME
DRSDILIP,DRS Dilip Roadlines Limited,INE02CV01017,SM,SME
SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,INE01Z401013,SM,SME
UWCSL,Ultra Wiring Connectivity System Limited,INE00F301010,SM,SME
PARIN,Parin Enterprises Limited,INE00U801010,SM,SME
UCL,Ushanti Colour Chem Limited,INE00NI01015,SM,SME
AMBANIORGO,AMBANI ORGOCHEM LIMITED,INE00C501018,SM,SME
JAKHARIA,JAKHARIA FABRIC LIMITED,INE00N401018,ST,SME
MAHICKRA,Mahickra Chemicals Limited,INE961Y01015,SM,SME
VERA,Vera Synthetic Limited,INE709Z01015,SM,SME
CONTI,Continental Seeds and Chemicals Limited,INE340Z01019,SM,SME
GIRIRAJ,Giriraj Civil Developers Limited,INE614Z01017,ST,SME
MDL,Marvel Decor Limited,INE575Z01010,SM,SME
MHHL,Mohini Health & Hygiene Limited,INE450S01011,SM,SME
AMJUMBO,A and M Jumbo Bags Limited,INE749Y01014,SM,SME
VASA,Vasa Retail and Overseas Ltd,INE068Z01016,SM,SME
SOLEX,Solex Energy Limited,INE880Y01017,ST,SME
SMVD,SMVD Poly Pack Limited,INE702Y01013,ST,SME
FELIX,Felix Industries Limited,INE901X01013,ST,SME
PULZ,Pulz Electronics Limited,INE335X01014,SM,SME
AISL,ANI Integrated Services Limited,INE635Y01015,SM,SME
MILTON,Milton Industries Limited,INE376Y01016,SM,SME
OMFURN,Omfurn India Limited,INE338Y01016,SM,SME
BETA,Beta Drugs Limited,INE351Y01019,SM,SME
GOLDSTAR,Goldstar Power Limited,INE405Y01021,ST,SME
TIRUPATI,Shree Tirupati Balajee FIBC Limited,INE238Y01018,ST,SME
CADSYS,Cadsys (India) Limited,INE090Y01013,SM,SME
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01018,SM,SME
MPTODAY,Madhya Pradesh Today Media Limited,INE105Y01019,ST,SME
MANAV,Manav Infra Projects Limited,INE104Y01012,ST,SME
TRANSWIND,Transwind Infrastructures Limited,INE792X01016,SM,SME
ACCORD,Accord Synergy Limited,INE113X01015,SM,SME
VSCL,Vadivarhe Speciality Chemicals Limited,INE551Q01028,ST,SME
JALAN,Jalan Transolutions (India) Limited,INE349X01015,ST,SME
ASLIND,ASL Industries Limited,INE617I01024,ST,SME
PROLIFE,Prolife Industries Limited,INE994V01012,ST,SME
GICL,Globe International Carriers Limited,INE947T01014,SM,SME
DRL,Dhanuka Realty Limited,INE704V01015,ST,SME
AURDIS,Aurangabad Distillery Limited,INE448V01019,SM,SME
GRETEX,Gretex Industries Limited,INE985P01012,SM,SME
JETKNIT,Jet Knitwears Limited,INE564T01017,ST,SME
AVSL,AVSL Industries Limited,INE522V01011,ST,SME
KKVAPOW,KKV Agro Powers Limited,INE239T01016,SM,SME
PERFECT,Perfect Infraengineers Limited,INE925S01012,ST,SME
AHIMSA,Ahimsa Industries Limited,INE136T01014,ST,SME
SHAIVAL,Shaival Reality Limited,INE262S01010,ST,SME
EMKAYTOOLS,Emkay Taps and Cutting Tools Limited,INE332S01011,ST,SME
